date,sales,stock,price,year,month,day_of_week,day_name,revenue,product_name,product_category
04/12/2014,0,16,1.29,2014,12,3,Thu,0,Lego Set,Toys
05/12/2014,0,16,1.49,2014,12,4,Fri,0,Sony Headphones,Electronics
06/12/2014,0,16,1.49,2014,12,5,Sat,0,Toy Car,Toys
07/12/2014,0,16,1.49,2014,12,6,Sun,0,Wall Paint,Home & Garden
08/12/2014,0,16,1.49,2014,12,0,Mon,0,Face Cream,Beauty & Health
09/12/2014,0,16,1.49,2014,12,1,Tue,0,iPhone 14,Electronics
10/12/2014,0,16,1.49,2014,12,2,Wed,0,Notebook,Office Supplies
11/12/2014,0,16,1.49,2014,12,3,Thu,0,Novel Book,Books
12/12/2014,0,16,1.49,2014,12,4,Fri,0,Toy Car,Toys
13/12/2014,0,16,1.49,2014,12,5,Sat,0,Toy Car,Toys
14/12/2014,0,16,1.49,2014,12,6,Sun,0,Lego Set,Toys
15/12/2014,0,688,1.49,2014,12,0,Mon,0,Car Oil,Automotive
16/12/2014,49,735,1.49,2014,12,1,Tue,73.01,Yoga Mat,Sports
17/12/2014,157,578,1.29,2014,12,2,Wed,202.53,Men T-Shirt,Clothing
18/12/2014,193,385,1.29,2014,12,3,Thu,248.97,Yoga Mat,Sports
19/12/2014,94,291,1.29,2014,12,4,Fri,121.26,Wiper Blades,Automotive
20/12/2014,135,156,1.29,2014,12,5,Sat,174.15,Samsung Galaxy S22,Electronics
21/12/2014,118,38,1.29,2014,12,6,Sun,152.22,Shampoo,Beauty & Health
22/12/2014,18,116,1.29,2014,12,0,Mon,23.22,Basketball,Sports
23/12/2014,0,116,1.29,2014,12,1,Tue,0,Yoga Mat,Sports
24/12/2014,14,102,1.29,2014,12,2,Wed,18.06,Lego Set,Toys
25/12/2014,0,102,1.29,2014,12,3,Thu,0,Face Cream,Beauty & Health
26/12/2014,20,82,1.29,2014,12,4,Fri,25.8,Lego Set,Toys
27/12/2014,42,328,1.29,2014,12,5,Sat,54.18,Face Cream,Beauty & Health
28/12/2014,45,283,1.29,2014,12,6,Sun,58.05,Toy Car,Toys
29/12/2014,55,612,1.29,2014,12,0,Mon,70.95,Face Cream,Beauty & Health
30/12/2014,59,553,1.29,2014,12,1,Tue,76.11,Sony Headphones,Electronics
31/12/2014,11,542,1.29,2014,12,2,Wed,14.19,Wiper Blades,Automotive
01/01/2015,0,542,1.29,2015,1,3,Thu,0,Basketball,Sports
02/01/2015,77,561,1.29,2015,1,4,Fri,99.33,Samsung Galaxy S22,Electronics
03/01/2015,60,2229,1.29,2015,1,5,Sat,77.4,Lego Set,Toys
04/01/2015,1,2228,1.29,2015,1,6,Sun,1.29,Sony Headphones,Electronics
05/01/2015,69,2351,1.29,2015,1,0,Mon,89.01,Garden Shovel,Home & Garden
06/01/2015,98,2253,1.29,2015,1,1,Tue,126.42,Garden Shovel,Home & Garden
07/01/2015,119,2134,1.29,2015,1,2,Wed,153.51,Shampoo,Beauty & Health
08/01/2015,93,2137,1.29,2015,1,3,Thu,119.97,Baby Diapers,Groceries
09/01/2015,92,2045,1.29,2015,1,4,Fri,118.68,Novel Book,Books
10/01/2015,112,1933,1.29,2015,1,5,Sat,144.48,Samsung Galaxy S22,Electronics
11/01/2015,96,1837,1.29,2015,1,6,Sun,123.84,Wall Paint,Home & Garden
12/01/2015,93,1744,1.29,2015,1,0,Mon,119.97,Lego Set,Toys
13/01/2015,65,1679,1.29,2015,1,1,Tue,83.85,Notebook,Office Supplies
14/01/2015,100,1581,1.29,2015,1,2,Wed,129,Garden Shovel,Home & Garden
15/01/2015,51,1530,1.49,2015,1,3,Thu,75.99,Basketball,Sports
16/01/2015,55,1475,1.49,2015,1,4,Fri,81.95,Novel Book,Books
17/01/2015,71,1403,1.49,2015,1,5,Sat,105.79,Car Oil,Automotive
18/01/2015,57,1346,1.49,2015,1,6,Sun,84.93,Notebook,Office Supplies
19/01/2015,34,1312,1.49,2015,1,0,Mon,50.66,Sony Headphones,Electronics
20/01/2015,47,1265,1.49,2015,1,1,Tue,70.03,Basketball,Sports
21/01/2015,88,1177,1.29,2015,1,2,Wed,113.52,Women Jeans,Clothing
22/01/2015,51,1126,1.29,2015,1,3,Thu,65.79,Wall Paint,Home & Garden
23/01/2015,49,1076,1.29,2015,1,4,Fri,63.21,Garden Shovel,Home & Garden
24/01/2015,110,966,1.29,2015,1,5,Sat,141.9,Yoga Mat,Sports
25/01/2015,30,936,1.29,2015,1,6,Sun,38.7,Yoga Mat,Sports
26/01/2015,59,877,1.29,2015,1,0,Mon,76.11,Basketball,Sports
27/01/2015,97,780,1.29,2015,1,1,Tue,125.13,Lego Set,Toys
28/01/2015,155,625,1.29,2015,1,2,Wed,199.95,Wall Paint,Home & Garden
29/01/2015,125,500,1.29,2015,1,3,Thu,161.25,Shampoo,Beauty & Health
30/01/2015,100,496,1.29,2015,1,4,Fri,129,HP Laptop,Electronics
31/01/2015,211,285,1.29,2015,1,5,Sat,272.19,Baby Diapers,Groceries
01/02/2015,88,197,1.29,2015,2,6,Sun,113.52,Samsung Galaxy S22,Electronics
02/02/2015,114,467,1.29,2015,2,0,Mon,147.06,Yoga Mat,Sports
03/02/2015,89,570,1.29,2015,2,1,Tue,114.81,Organic Milk,Groceries
04/02/2015,118,548,1.29,2015,2,2,Wed,152.22,Baby Diapers,Groceries
05/02/2015,84,1136,1.29,2015,2,3,Thu,108.36,Yoga Mat,Sports
06/02/2015,125,1299,1.29,2015,2,4,Fri,161.25,Face Cream,Beauty & Health
07/02/2015,184,1211,1.04,2015,2,5,Sat,191.36,Organic Milk,Groceries
08/02/2015,107,1104,1.29,2015,2,6,Sun,138.03,Wall Paint,Home & Garden
09/02/2015,70,1033,1.29,2015,2,0,Mon,90.3,Shampoo,Beauty & Health
10/02/2015,66,1063,1.29,2015,2,1,Tue,85.14,Garden Shovel,Home & Garden
11/02/2015,89,974,1.29,2015,2,2,Wed,114.81,Novel Book,Books
12/02/2015,50,1116,2.84,2015,2,3,Thu,142,Novel Book,Books
13/02/2015,20,1096,2.89,2015,2,4,Fri,57.8,HP Laptop,Electronics
14/02/2015,77,1019,2.89,2015,2,5,Sat,222.53,Organic Milk,Groceries
15/02/2015,33,986,2.89,2015,2,6,Sun,95.37,Men T-Shirt,Clothing
16/02/2015,47,1035,2.89,2015,2,0,Mon,135.83,Basketball,Sports
17/02/2015,35,1000,2.89,2015,2,1,Tue,101.15,HP Laptop,Electronics
18/02/2015,60,1228,2.89,2015,2,2,Wed,173.4,Yoga Mat,Sports
19/02/2015,31,1197,2.89,2015,2,3,Thu,89.59,Wall Paint,Home & Garden
20/02/2015,35,1162,2.89,2015,2,4,Fri,101.15,Men T-Shirt,Clothing
21/02/2015,80,1082,2.87,2015,2,5,Sat,229.6,Basketball,Sports
22/02/2015,42,1039,2.89,2015,2,6,Sun,121.38,Face Cream,Beauty & Health
23/02/2015,23,1016,2.89,2015,2,0,Mon,66.47,Lego Set,Toys
24/02/2015,19,997,2.89,2015,2,1,Tue,54.91,Baby Diapers,Groceries
25/02/2015,18,1075,2.89,2015,2,2,Wed,52.02,Shampoo,Beauty & Health
26/02/2015,37,1134,2.89,2015,2,3,Thu,106.93,Wiper Blades,Automotive
27/02/2015,50,1084,2.89,2015,2,4,Fri,144.5,Men T-Shirt,Clothing
28/02/2015,127,957,2.89,2015,2,5,Sat,367.03,Sony Headphones,Electronics
01/03/2015,123,834,2.89,2015,3,6,Sun,355.47,Yoga Mat,Sports
02/03/2015,44,789,2.89,2015,3,0,Mon,127.16,HP Laptop,Electronics
03/03/2015,22,767,2.89,2015,3,1,Tue,63.58,Yoga Mat,Sports
04/03/2015,31,736,2.89,2015,3,2,Wed,89.59,Face Cream,Beauty & Health
05/03/2015,22,714,2.89,2015,3,3,Thu,63.58,Wiper Blades,Automotive
06/03/2015,40,674,2.89,2015,3,4,Fri,115.6,Car Oil,Automotive
07/03/2015,62,612,2.89,2015,3,5,Sat,179.18,Shampoo,Beauty & Health
08/03/2015,59,553,2.89,2015,3,6,Sun,170.51,Lego Set,Toys
09/03/2015,28,525,2.89,2015,3,0,Mon,80.92,Men T-Shirt,Clothing
10/03/2015,68,458,1.49,2015,3,1,Tue,101.32,Wiper Blades,Automotive
11/03/2015,73,385,1.49,2015,3,2,Wed,108.77,Wiper Blades,Automotive
12/03/2015,87,298,1.49,2015,3,3,Thu,129.63,Women Jeans,Clothing
13/03/2015,175,1878,1.29,2015,3,4,Fri,225.75,HP Laptop,Electronics
14/03/2015,300,1575,1.29,2015,3,5,Sat,387,Samsung Galaxy S22,Electronics
15/03/2015,196,1379,1.29,2015,3,6,Sun,252.84,Basketball,Sports
16/03/2015,123,1256,1.29,2015,3,0,Mon,158.67,Notebook,Office Supplies
17/03/2015,168,1088,1.29,2015,3,1,Tue,216.72,Men T-Shirt,Clothing
18/03/2015,209,1263,1.29,2015,3,2,Wed,269.61,HP Laptop,Electronics
19/03/2015,188,1075,1.29,2015,3,3,Thu,242.52,Shampoo,Beauty & Health
20/03/2015,219,856,1.29,2015,3,4,Fri,282.51,Car Oil,Automotive
21/03/2015,381,475,1.29,2015,3,5,Sat,491.49,Samsung Galaxy S22,Electronics
22/03/2015,158,317,1.29,2015,3,6,Sun,203.82,Shampoo,Beauty & Health
23/03/2015,12,304,1.49,2015,3,0,Mon,17.88,Garden Shovel,Home & Garden
24/03/2015,8,296,1.29,2015,3,1,Tue,10.32,HP Laptop,Electronics
25/03/2015,10,286,1.29,2015,3,2,Wed,12.9,Wiper Blades,Automotive
26/03/2015,88,774,1.29,2015,3,3,Thu,113.52,Wiper Blades,Automotive
27/03/2015,196,770,1.29,2015,3,4,Fri,252.84,Yoga Mat,Sports
28/03/2015,206,660,1.29,2015,3,5,Sat,265.74,HP Laptop,Electronics
29/03/2015,83,577,1.29,2015,3,6,Sun,107.07,Toy Car,Toys
30/03/2015,0,673,1.49,2015,3,0,Mon,0,Baby Diapers,Groceries
31/03/2015,0,673,1.49,2015,3,1,Tue,0,Car Oil,Automotive
01/04/2015,27,646,1.49,2015,4,2,Wed,40.23,Car Oil,Automotive
02/04/2015,27,1002,1.49,2015,4,3,Thu,40.23,Women Jeans,Clothing
03/04/2015,54,1044,1.49,2015,4,4,Fri,80.46,Women Jeans,Clothing
04/04/2015,136,908,1.49,2015,4,5,Sat,202.64,Wiper Blades,Automotive
05/04/2015,55,853,1.49,2015,4,6,Sun,81.95,Yoga Mat,Sports
06/04/2015,22,831,1.49,2015,4,0,Mon,32.78,Yoga Mat,Sports
07/04/2015,30,801,1.49,2015,4,1,Tue,44.7,Wiper Blades,Automotive
08/04/2015,30,771,1.49,2015,4,2,Wed,44.7,Toy Car,Toys
09/04/2015,30,930,1.49,2015,4,3,Thu,44.7,HP Laptop,Electronics
10/04/2015,44,1078,1.49,2015,4,4,Fri,65.56,Notebook,Office Supplies
11/04/2015,39,1423,1.49,2015,4,5,Sat,58.11,Notebook,Office Supplies
12/04/2015,57,1366,1.49,2015,4,6,Sun,84.93,Men T-Shirt,Clothing
13/04/2015,30,1336,1.49,2015,4,0,Mon,44.7,Wiper Blades,Automotive
14/04/2015,47,1385,1.49,2015,4,1,Tue,70.03,Garden Shovel,Home & Garden
15/04/2015,74,1311,1.49,2015,4,2,Wed,110.26,Men T-Shirt,Clothing
16/04/2015,114,1196,1.39,2015,4,3,Thu,158.46,HP Laptop,Electronics
17/04/2015,40,1156,1.39,2015,4,4,Fri,55.6,Wall Paint,Home & Garden
18/04/2015,62,1094,1.39,2015,4,5,Sat,86.18,Samsung Galaxy S22,Electronics
19/04/2015,62,1032,1.39,2015,4,6,Sun,86.18,Shampoo,Beauty & Health
20/04/2015,135,897,1.39,2015,4,0,Mon,187.65,Lego Set,Toys
21/04/2015,175,722,1.39,2015,4,1,Tue,243.25,Toy Car,Toys
22/04/2015,82,736,1.39,2015,4,2,Wed,113.98,Lego Set,Toys
23/04/2015,62,674,1.4,2015,4,3,Thu,86.8,Baby Diapers,Groceries
24/04/2015,88,586,1.4,2015,4,4,Fri,123.2,HP Laptop,Electronics
25/04/2015,152,434,1.4,2015,4,5,Sat,212.8,Car Oil,Automotive
26/04/2015,64,370,1.4,2015,4,6,Sun,89.6,Lego Set,Toys
27/04/2015,67,591,1.4,2015,4,0,Mon,93.8,Sony Headphones,Electronics
28/04/2015,73,806,1.39,2015,4,1,Tue,101.47,Car Oil,Automotive
29/04/2015,130,676,1.39,2015,4,2,Wed,180.7,Samsung Galaxy S22,Electronics
30/04/2015,115,657,1.39,2015,4,3,Thu,159.85,Wiper Blades,Automotive
01/05/2015,260,397,1.39,2015,5,4,Fri,361.4,Lego Set,Toys
02/05/2015,228,169,1.39,2015,5,5,Sat,316.92,Samsung Galaxy S22,Electronics
03/05/2015,120,49,1.39,2015,5,6,Sun,166.8,Samsung Galaxy S22,Electronics
04/05/2015,31,18,1.39,2015,5,0,Mon,43.09,Novel Book,Books
05/05/2015,0,18,1.39,2015,5,1,Tue,0,Basketball,Sports
06/05/2015,3,15,1.39,2015,5,2,Wed,4.17,Basketball,Sports
07/05/2015,0,15,1.39,2015,5,3,Thu,0,Face Cream,Beauty & Health
08/05/2015,0,15,1.39,2015,5,4,Fri,0,Baby Diapers,Groceries
10/05/2015,0,15,1.49,2015,5,6,Sun,0,Garden Shovel,Home & Garden
11/05/2015,1,14,1.49,2015,5,0,Mon,1.49,iPhone 14,Electronics
12/05/2015,0,14,1.49,2015,5,1,Tue,0,Garden Shovel,Home & Garden
13/05/2015,1,13,1.49,2015,5,2,Wed,1.49,HP Laptop,Electronics
14/05/2015,1,12,1.49,2015,5,3,Thu,1.49,Baby Diapers,Groceries
15/05/2015,1,10,1.49,2015,5,4,Fri,1.49,Yoga Mat,Sports
16/05/2015,0,10,1.49,2015,5,5,Sat,0,Notebook,Office Supplies
17/05/2015,0,10,1.49,2015,5,6,Sun,0,Wall Paint,Home & Garden
18/05/2015,0,10,1.49,2015,5,0,Mon,0,Novel Book,Books
19/05/2015,1,9,1.49,2015,5,1,Tue,1.49,iPhone 14,Electronics
20/05/2015,0,9,1.49,2015,5,2,Wed,0,Garden Shovel,Home & Garden
21/05/2015,0,9,1.49,2015,5,3,Thu,0,iPhone 14,Electronics
22/05/2015,0,9,1.49,2015,5,4,Fri,0,Yoga Mat,Sports
23/05/2015,0,9,1.49,2015,5,5,Sat,0,Lego Set,Toys
24/05/2015,0,9,1.49,2015,5,6,Sun,0,Baby Diapers,Groceries
25/05/2015,0,9,1.39,2015,5,0,Mon,0,Samsung Galaxy S22,Electronics
26/05/2015,0,9,1.39,2015,5,1,Tue,0,Lego Set,Toys
27/05/2015,0,9,1.39,2015,5,2,Wed,0,HP Laptop,Electronics
28/05/2015,0,9,1.39,2015,5,3,Thu,0,Wall Paint,Home & Garden
29/05/2015,0,9,1.39,2015,5,4,Fri,0,Car Oil,Automotive
30/05/2015,0,9,1.39,2015,5,5,Sat,0,Garden Shovel,Home & Garden
31/05/2015,0,9,1.39,2015,5,6,Sun,0,Organic Milk,Groceries
01/06/2015,0,105,1.39,2015,6,0,Mon,0,Notebook,Office Supplies
02/06/2015,0,105,1.39,2015,6,1,Tue,0,Garden Shovel,Home & Garden
03/06/2015,0,105,1.39,2015,6,2,Wed,0,Garden Shovel,Home & Garden
04/06/2015,0,105,1.39,2015,6,3,Thu,0,Shampoo,Beauty & Health
05/06/2015,168,1377,1.39,2015,6,4,Fri,233.52,Sony Headphones,Electronics
06/06/2015,201,1176,1.2,2015,6,5,Sat,241.2,Wall Paint,Home & Garden
07/06/2015,147,1029,1.19,2015,6,6,Sun,174.93,Sony Headphones,Electronics
08/06/2015,119,910,1.19,2015,6,0,Mon,141.61,Lego Set,Toys
09/06/2015,122,788,1.19,2015,6,1,Tue,145.18,Novel Book,Books
10/06/2015,149,639,1.19,2015,6,2,Wed,177.31,Samsung Galaxy S22,Electronics
11/06/2015,111,720,1.19,2015,6,3,Thu,132.09,Novel Book,Books
12/06/2015,95,721,1.19,2015,6,4,Fri,113.05,Basketball,Sports
13/06/2015,237,675,1.19,2015,6,5,Sat,282.03,Samsung Galaxy S22,Electronics
14/06/2015,110,565,1.19,2015,6,6,Sun,130.9,Wiper Blades,Automotive
15/06/2015,104,653,1.19,2015,6,0,Mon,123.76,Women Jeans,Clothing
16/06/2015,61,592,1.19,2015,6,1,Tue,72.59,Lego Set,Toys
17/06/2015,40,1127,1.29,2015,6,2,Wed,51.6,Lego Set,Toys
18/06/2015,114,1301,1.29,2015,6,3,Thu,147.06,Organic Milk,Groceries
19/06/2015,129,1172,1.29,2015,6,4,Fri,166.41,iPhone 14,Electronics
20/06/2015,111,1061,1.29,2015,6,5,Sat,143.19,Shampoo,Beauty & Health
21/06/2015,146,915,1.29,2015,6,6,Sun,188.34,Toy Car,Toys
22/06/2015,57,858,1.49,2015,6,0,Mon,84.93,Lego Set,Toys
23/06/2015,19,839,1.49,2015,6,1,Tue,28.31,Yoga Mat,Sports
24/06/2015,27,1291,1.49,2015,6,2,Wed,40.23,Men T-Shirt,Clothing
25/06/2015,62,1229,1.49,2015,6,3,Thu,92.38,Basketball,Sports
26/06/2015,95,1902,1.49,2015,6,4,Fri,141.55,Shampoo,Beauty & Health
27/06/2015,183,1719,1.39,2015,6,5,Sat,254.37,Wiper Blades,Automotive
28/06/2015,94,1624,1.39,2015,6,6,Sun,130.66,Notebook,Office Supplies
29/06/2015,116,1606,1.39,2015,6,0,Mon,161.24,Garden Shovel,Home & Garden
30/06/2015,63,1543,1.39,2015,6,1,Tue,87.57,Toy Car,Toys
01/07/2015,147,1396,1.39,2015,7,2,Wed,204.33,Basketball,Sports
02/07/2015,101,1295,1.39,2015,7,3,Thu,140.39,Samsung Galaxy S22,Electronics
03/07/2015,248,1047,1.29,2015,7,4,Fri,319.92,Samsung Galaxy S22,Electronics
04/07/2015,142,905,1.29,2015,7,5,Sat,183.18,Wall Paint,Home & Garden
05/07/2015,186,719,1.29,2015,7,6,Sun,239.94,Organic Milk,Groceries
06/07/2015,109,898,1.29,2015,7,0,Mon,140.61,Toy Car,Toys
07/07/2015,228,957,1.29,2015,7,1,Tue,294.12,Wall Paint,Home & Garden
08/07/2015,66,1083,1.29,2015,7,2,Wed,85.14,Toy Car,Toys
09/07/2015,182,901,1.29,2015,7,3,Thu,234.78,Lego Set,Toys
10/07/2015,1,996,1.29,2015,7,4,Fri,1.29,Samsung Galaxy S22,Electronics
11/07/2015,64,1124,1.29,2015,7,5,Sat,82.56,Basketball,Sports
12/07/2015,118,1006,1.29,2015,7,6,Sun,152.22,Wiper Blades,Automotive
13/07/2015,55,950,1.29,2015,7,0,Mon,70.95,Baby Diapers,Groceries
14/07/2015,43,907,1.27,2015,7,1,Tue,54.61,Samsung Galaxy S22,Electronics
15/07/2015,95,812,1.28,2015,7,2,Wed,121.6,iPhone 14,Electronics
16/07/2015,54,758,1.28,2015,7,3,Thu,69.12,Car Oil,Automotive
17/07/2015,85,673,1.28,2015,7,4,Fri,108.8,HP Laptop,Electronics
18/07/2015,92,869,1.27,2015,7,5,Sat,116.84,Samsung Galaxy S22,Electronics
19/07/2015,61,808,1.28,2015,7,6,Sun,78.08,Face Cream,Beauty & Health
20/07/2015,111,697,1.27,2015,7,0,Mon,140.97,Samsung Galaxy S22,Electronics
21/07/2015,7,1170,1.28,2015,7,1,Tue,8.96,Yoga Mat,Sports
22/07/2015,4,1262,1.28,2015,7,2,Wed,5.12,Wall Paint,Home & Garden
23/07/2015,66,1292,1.27,2015,7,3,Thu,83.82,Men T-Shirt,Clothing
24/07/2015,95,1197,1.28,2015,7,4,Fri,121.6,Wiper Blades,Automotive
25/07/2015,190,1103,1.27,2015,7,5,Sat,241.3,Baby Diapers,Groceries
26/07/2015,60,1043,1.28,2015,7,6,Sun,76.8,Lego Set,Toys
27/07/2015,42,1097,1.27,2015,7,0,Mon,53.34,Face Cream,Beauty & Health
28/07/2015,79,1306,1.27,2015,7,1,Tue,100.33,Face Cream,Beauty & Health
29/07/2015,109,1581,1.27,2015,7,2,Wed,138.43,Men T-Shirt,Clothing
30/07/2015,165,1416,1.28,2015,7,3,Thu,211.2,Notebook,Office Supplies
31/07/2015,99,1317,1.27,2015,7,4,Fri,125.73,Face Cream,Beauty & Health
01/08/2015,233,1084,1.48,2015,8,5,Sat,344.84,Samsung Galaxy S22,Electronics
02/08/2015,16,1067,1.48,2015,8,6,Sun,23.68,Wall Paint,Home & Garden
03/08/2015,2,1065,1.46,2015,8,0,Mon,2.92,Women Jeans,Clothing
04/08/2015,5,1060,1.47,2015,8,1,Tue,7.35,HP Laptop,Electronics
05/08/2015,22,1038,1.48,2015,8,2,Wed,32.56,Shampoo,Beauty & Health
06/08/2015,8,1030,1.49,2015,8,3,Thu,11.92,HP Laptop,Electronics
07/08/2015,65,321,1.48,2015,8,4,Fri,96.2,Face Cream,Beauty & Health
08/08/2015,157,451,1.48,2015,8,5,Sat,232.36,Basketball,Sports
09/08/2015,65,386,1.48,2015,8,6,Sun,96.2,HP Laptop,Electronics
10/08/2015,90,296,1.48,2015,8,0,Mon,133.2,iPhone 14,Electronics
11/08/2015,3,1157,1.18,2015,8,1,Tue,3.54,Shampoo,Beauty & Health
12/08/2015,5,1152,1.18,2015,8,2,Wed,5.9,HP Laptop,Electronics
13/08/2015,1,2015,1.19,2015,8,3,Thu,1.19,Wiper Blades,Automotive
14/08/2015,65,2046,1.18,2015,8,4,Fri,76.7,Notebook,Office Supplies
15/08/2015,235,1811,1.17,2015,8,5,Sat,274.95,Women Jeans,Clothing
16/08/2015,76,1735,1.18,2015,8,6,Sun,89.68,Sony Headphones,Electronics
17/08/2015,2,1733,1.19,2015,8,0,Mon,2.38,Shampoo,Beauty & Health
18/08/2015,101,1632,1.18,2015,8,1,Tue,119.18,Basketball,Sports
19/08/2015,162,1470,1.17,2015,8,2,Wed,189.54,Men T-Shirt,Clothing
20/08/2015,25,1446,1.17,2015,8,3,Thu,29.25,HP Laptop,Electronics
21/08/2015,4,1442,1.16,2015,8,4,Fri,4.64,Organic Milk,Groceries
22/08/2015,1,1441,1.19,2015,8,5,Sat,1.19,Car Oil,Automotive
23/08/2015,75,1366,1.17,2015,8,6,Sun,87.75,Face Cream,Beauty & Health
24/08/2015,32,1334,1.18,2015,8,0,Mon,37.76,Baby Diapers,Groceries
25/08/2015,76,1258,1.18,2015,8,1,Tue,89.68,Face Cream,Beauty & Health
26/08/2015,6,1252,1.17,2015,8,2,Wed,7.02,Women Jeans,Clothing
27/08/2015,65,1285,1.18,2015,8,3,Thu,76.7,Wall Paint,Home & Garden
28/08/2015,145,1140,1.17,2015,8,4,Fri,169.65,Basketball,Sports
29/08/2015,78,1062,1.17,2015,8,5,Sat,91.26,Novel Book,Books
30/08/2015,6,1055,1.18,2015,8,6,Sun,7.08,Shampoo,Beauty & Health
31/08/2015,0,1151,1.19,2015,8,0,Mon,0,Face Cream,Beauty & Health
01/09/2015,126,1217,1.18,2015,9,1,Tue,148.68,Baby Diapers,Groceries
02/09/2015,240,1073,1.17,2015,9,2,Wed,280.8,Face Cream,Beauty & Health
03/09/2015,67,1006,1.68,2015,9,3,Thu,112.56,Yoga Mat,Sports
04/09/2015,140,863,1.68,2015,9,4,Fri,235.2,Wall Paint,Home & Garden
05/09/2015,208,655,1.68,2015,9,5,Sat,349.44,Novel Book,Books
06/09/2015,76,579,1.68,2015,9,6,Sun,127.68,Toy Car,Toys
07/09/2015,240,339,1.68,2015,9,0,Mon,403.2,Yoga Mat,Sports
08/09/2015,52,575,1.01,2015,9,1,Tue,52.52,Wall Paint,Home & Garden
09/09/2015,111,464,0.94,2015,9,2,Wed,104.34,Samsung Galaxy S22,Electronics
10/09/2015,176,288,0.97,2015,9,3,Thu,170.72,Men T-Shirt,Clothing
11/09/2015,84,300,1.01,2015,9,4,Fri,84.84,Shampoo,Beauty & Health
12/09/2015,171,129,1,2015,9,5,Sat,171,Wiper Blades,Automotive
13/09/2015,102,27,0.99,2015,9,6,Sun,100.98,Organic Milk,Groceries
14/09/2015,69,0,0.97,2015,9,0,Mon,66.93,Face Cream,Beauty & Health
15/09/2015,77,0,0.93,2015,9,1,Tue,71.61,Yoga Mat,Sports
16/09/2015,174,0,0.97,2015,9,2,Wed,168.78,Garden Shovel,Home & Garden
17/09/2015,69,0,1.68,2015,9,3,Thu,115.92,iPhone 14,Electronics
18/09/2015,52,930,1.68,2015,9,4,Fri,87.36,Sony Headphones,Electronics
19/09/2015,42,1080,1.68,2015,9,5,Sat,70.56,Novel Book,Books
20/09/2015,1,1079,1.69,2015,9,6,Sun,1.69,Car Oil,Automotive
21/09/2015,62,1016,1.68,2015,9,0,Mon,104.16,Face Cream,Beauty & Health
22/09/2015,88,928,1.68,2015,9,1,Tue,147.84,Organic Milk,Groceries
23/09/2015,60,1348,1.68,2015,9,2,Wed,100.8,Shampoo,Beauty & Health
24/09/2015,2,1442,1.66,2015,9,3,Thu,3.32,Wiper Blades,Automotive
25/09/2015,3,1631,1.69,2015,9,4,Fri,5.07,Sony Headphones,Electronics
26/09/2015,9,1622,1.76,2015,9,5,Sat,15.84,Men T-Shirt,Clothing
27/09/2015,142,1480,1.78,2015,9,6,Sun,252.76,Toy Car,Toys
28/09/2015,90,1580,1.78,2015,9,0,Mon,160.2,Women Jeans,Clothing
29/09/2015,20,1560,1.78,2015,9,1,Tue,35.6,Samsung Galaxy S22,Electronics
30/09/2015,37,1523,1.78,2015,9,2,Wed,65.86,Shampoo,Beauty & Health
01/10/2015,86,1437,1.78,2015,10,3,Thu,153.08,Men T-Shirt,Clothing
02/10/2015,166,1367,1.78,2015,10,4,Fri,295.48,Organic Milk,Groceries
03/10/2015,391,976,1.48,2015,10,5,Sat,578.68,iPhone 14,Electronics
04/10/2015,56,919,1.47,2015,10,6,Sun,82.32,Wiper Blades,Automotive
05/10/2015,64,951,1.47,2015,10,0,Mon,94.08,Wall Paint,Home & Garden
06/10/2015,35,916,1.48,2015,10,1,Tue,51.8,Garden Shovel,Home & Garden
07/10/2015,40,875,1.47,2015,10,2,Wed,58.8,Baby Diapers,Groceries
08/10/2015,21,1526,1.48,2015,10,3,Thu,31.08,Yoga Mat,Sports
09/10/2015,42,1484,1.48,2015,10,4,Fri,62.16,Garden Shovel,Home & Garden
10/10/2015,95,1389,1.48,2015,10,5,Sat,140.6,Basketball,Sports
11/10/2015,85,1304,1.48,2015,10,6,Sun,125.8,Sony Headphones,Electronics
12/10/2015,140,1356,1.47,2015,10,0,Mon,205.8,Wiper Blades,Automotive
13/10/2015,80,1276,1.48,2015,10,1,Tue,118.4,Face Cream,Beauty & Health
14/10/2015,91,1185,1.48,2015,10,2,Wed,134.68,Sony Headphones,Electronics
15/10/2015,65,1120,1.48,2015,10,3,Thu,96.2,iPhone 14,Electronics
16/10/2015,166,1146,1.48,2015,10,4,Fri,245.68,Yoga Mat,Sports
17/10/2015,137,1297,1.48,2015,10,5,Sat,202.76,iPhone 14,Electronics
18/10/2015,174,1123,1.48,2015,10,6,Sun,257.52,Novel Book,Books
19/10/2015,120,1291,1.48,2015,10,0,Mon,177.6,Samsung Galaxy S22,Electronics
20/10/2015,93,1198,1.78,2015,10,1,Tue,165.54,Wiper Blades,Automotive
21/10/2015,100,1096,1.78,2015,10,2,Wed,178,Women Jeans,Clothing
22/10/2015,137,1055,1.27,2015,10,3,Thu,173.99,Organic Milk,Groceries
23/10/2015,241,1006,1.27,2015,10,4,Fri,306.07,Basketball,Sports
24/10/2015,113,893,1.27,2015,10,5,Sat,143.51,Car Oil,Automotive
25/10/2015,257,636,1.28,2015,10,6,Sun,328.96,iPhone 14,Electronics
26/10/2015,166,474,1.28,2015,10,0,Mon,212.48,Sony Headphones,Electronics
